null,0
101,4850
102,27172
103,724
104,1059
105,137
106,6431
107,674
108,182
109,10771
110,82
111,96
112,248
113,3049
114,2010
115,156
116,7
117,20
118,19
119,8
120,6
121,13
122,125
123,3
124,1
125,14
200,10163
201,2673
202,52
203,98
204,3358
205,3028
206,446
207,7532
208,151
209,43
210,187
211,232
212,4066
213,62
214,140
215,828
216,841
217,144
218,1776
219,1295
220,29
221,346
222,1
223,1104
300,57
301,2187
302,3573
303,344
304,3413
305,633
306,3524
307,5781
308,3519
309,431
310,636
311,1033
312,1360
400,344798
500,44328
501,383
502,22
503,367
504,270
505,137
506,364
507,107
508,30
509,63
510,255
511,47074
512,2986
513,504
514,296
515,1447
516,27
