null,0
(34.3053, -118.4532),28
(34.3053, -118.5095),11
(34.3054, -118.5109),7
(34.3055, -118.4271),5
(34.3055, -118.4306),7
(34.3055, -118.4406),6
(34.3055, -118.4422),4
(34.3055, -118.5123),3
(34.3056, -118.4176),37
(34.3056, -118.4206),3
(34.3056, -118.4357),35
(34.3056, -118.4503),1
(34.3056, -118.452),4
(34.3056, -118.4552),29
(34.3056, -118.4567),1
(34.3057, -118.4143),14
(34.3057, -118.4274),23
(34.3057, -118.4489),53
(34.3057, -118.4536),5
(34.3057, -118.471),30
(34.3057, -118.4775),49
(34.3058, -118.4139),11
(34.3058, -118.4362),3
(34.3058, -118.4473),2
(34.3058, -118.4677),36
(34.3058, -118.4746),2
(34.3058, -118.5015),19
(34.3059, -118.4185),13
(34.3059, -118.4276),6
(34.3059, -118.4572),18
(34.3059, -118.5065),9
(34.306, -118.4267),11
(34.306, -118.4277),7
(34.306, -118.4401),26
(34.306, -118.4413),24
(34.306, -118.4731),7
(34.306, -118.4749),6
(34.306, -118.5085),5
(34.306, -118.5153),11
(34.3061, -118.4169),21
(34.3061, -118.4303),8
(34.3061, -118.435),8
(34.3061, -118.4383),49
(34.3061, -118.4414),217
(34.3061, -118.4469),1
(34.3061, -118.447),6
(34.3061, -118.4496),35
(34.3061, -118.4606),21
(34.3061, -118.4645),2
(34.3061, -118.5098),3
(34.3062, -118.4222),43
(34.3062, -118.4448),31
(34.3062, -118.4717),2
(34.3062, -118.4793),21
(34.3062, -118.5104),5
(34.3062, -118.514),8
(34.3063, -118.4191),3
(34.3063, -118.4213),7
(34.3063, -118.423),27
(34.3063, -118.4281),2
(34.3063, -118.4316),9
(34.3063, -118.4512),63
(34.3063, -118.4544),17
(34.3064, -118.4201),9
(34.3064, -118.4466),11
(34.3064, -118.4685),102
(34.3065, -118.4139),7
(34.3065, -118.4143),1
(34.3065, -118.4284),11
(34.3065, -118.4721),9
(34.3065, -118.5116),24
(34.3066, -118.4162),10
(34.3066, -118.4186),18
(34.3066, -118.4313),138
(34.3066, -118.4356),81
(34.3066, -118.4484),37
(34.3066, -118.4712),12
(34.3067, -118.5064),11
(34.3068, -118.4197),1
(34.3068, -118.4376),15
(34.3068, -118.4463),10
(34.3068, -118.457),33
(34.3069, -118.4424),32
(34.3069, -118.4456),5
(34.307, -118.4297),150
(34.307, -118.434),87
(34.307, -118.4489),3
(34.307, -118.4505),34
(34.307, -118.4521),3
(34.3071, -118.4459),2
(34.3071, -118.4694),29
(34.3071, -118.4837),6
(34.3071, -118.5042),20
(34.3072, -118.4155),8
(34.3072, -118.4201),4
(34.3072, -118.473),31
(34.3072, -118.4764),28
(34.3073, -118.4687),11
(34.3073, -118.5038),11
(34.3074, -118.4216),5
(34.3074, -118.4714),8
(34.3074, -118.503),4
(34.3074, -118.5052),14
(34.3074, -118.5108),73
(34.3075, -118.4204),4
(34.3075, -118.4303),84
(34.3075, -118.4368),10
(34.3075, -118.4432),26
(34.3075, -118.4515),21
(34.3075, -118.5026),26
(34.3075, -118.5062),2
(34.3076, -118.4382),47
(34.3076, -118.4497),34
(34.3076, -118.4529),28
(34.3076, -118.4562),5
(34.3076, -118.4692),11
(34.3076, -118.4759),19
(34.3076, -118.478),3
(34.3076, -118.5077),2
(34.3077, -118.4133),38
(34.3077, -118.4147),1
(34.3077, -118.4186),17
(34.3077, -118.4471),4
(34.3077, -118.4482),1
(34.3077, -118.4572),5
(34.3077, -118.4598),6
(34.3077, -118.4627),13
(34.3078, -118.4372),111
(34.3079, -118.448),6
(34.3079, -118.463),52
(34.3079, -118.4739),13
(34.308, -118.4362),91
(34.308, -118.4509),38
(34.3081, -118.419),9
(34.3081, -118.4193),3
(34.3081, -118.4376),19
(34.3081, -118.4525),6
(34.3081, -118.4604),1
(34.3082, -118.4153),14
(34.3082, -118.4217),10
(34.3082, -118.4295),36
(34.3082, -118.4425),10
(34.3082, -118.4569),43
(34.3082, -118.457),42
(34.3082, -118.4579),24
(34.3083, -118.4045),13
(34.3083, -118.4061),2
(34.3083, -118.4172),23
(34.3083, -118.4177),3
(34.3083, -118.4293),11
(34.3083, -118.4442),93
(34.3083, -118.4538),49
(34.3083, -118.4594),4
(34.3083, -118.462),26
(34.3084, -118.4253),34
(34.3084, -118.4488),4
(34.3085, -118.4069),6
(34.3085, -118.4136),23
(34.3085, -118.4211),1
(34.3085, -118.4509),14
(34.3086, -118.429),13
(34.3086, -118.4317),389
(34.3086, -118.4529),1
(34.3086, -118.4599),2
(34.3086, -118.4714),54
(34.3086, -118.4748),2
(34.3086, -118.5028),7
(34.3087, -118.4204),7
(34.3088, -118.4353),25
(34.3088, -118.4532),10
(34.3089, -118.4145),1
(34.3089, -118.4386),88
(34.3089, -118.4417),27
(34.3089, -118.4524),5
(34.3089, -118.4596),4
(34.3089, -118.4613),65
(34.309, -118.405),4
(34.309, -118.4142),2
(34.309, -118.426),5
(34.309, -118.4481),4
(34.309, -118.4515),14
(34.309, -118.4547),12
(34.3091, -118.4184),1
(34.3091, -118.4527),1
(34.3091, -118.4593),1
(34.3091, -118.51),18
(34.3092, -118.4263),11
(34.3092, -118.439),73
(34.3092, -118.5059),3
(34.3092, -118.5061),8
(34.3093, -118.4723),18
(34.3093, -118.4756),2
(34.3093, -118.5025),5
(34.3094, -118.415),4
(34.3094, -118.4255),3
(34.3094, -118.5096),6
(34.3095, -118.4672),211
(34.3095, -118.4737),23
(34.3096, -118.4085),1
(34.3096, -118.416),3
(34.3096, -118.4185),4
(34.3096, -118.4207),4
(34.3096, -118.454),1
(34.3096, -118.4761),1
(34.3097, -118.4096),11
(34.3097, -118.4365),250
(34.3097, -118.4542),4
(34.3097, -118.4556),1
(34.3097, -118.5024),1
(34.3098, -118.457),4
(34.3098, -118.5032),2
(34.3099, -118.4156),3
(34.3099, -118.4198),31
(34.3099, -118.443),10
(34.3099, -118.458),2
(34.3099, -118.5073),8
(34.31, -118.4042),2
(34.31, -118.4619),1
(34.31, -118.4732),22
(34.31, -118.4808),27
(34.31, -118.5044),17
(34.3101, -118.4053),5
(34.3101, -118.4273),123
(34.3101, -118.4496),9
(34.3101, -118.4618),1
(34.3101, -118.4731),3
(34.3102, -118.4058),5
(34.3102, -118.4213),15
(34.3102, -118.4239),13
(34.3102, -118.4247),1
(34.3102, -118.4338),364
(34.3102, -118.4403),43
(34.3102, -118.5025),7
(34.3103, -118.4182),4
(34.3103, -118.4228),4
(34.3103, -118.4316),4
(34.3103, -118.4436),1
(34.3103, -118.4467),76
(34.3103, -118.4532),66
(34.3103, -118.4549),23
(34.3103, -118.4587),4
(34.3103, -118.4597),62
(34.3104, -118.4067),7
(34.3104, -118.4161),6
(34.3104, -118.4549),7
(34.3104, -118.4585),25
(34.3104, -118.4614),16
(34.3104, -118.4662),33
(34.3104, -118.4737),11
(34.3104, -118.5018),15
(34.3104, -118.5034),2
(34.3104, -118.5049),7
(34.3106, -118.4051),3
(34.3106, -118.4072),1
(34.3106, -118.4376),45
(34.3106, -118.4561),9
(34.3107, -118.404),1
(34.3107, -118.4632),14
(34.3107, -118.4741),34
(34.3108, -118.4161),2
(34.3108, -118.4282),183
(34.3108, -118.4443),2
(34.3108, -118.461),5
(34.3109, -118.4206),20
(34.3109, -118.4396),35
(34.311, -118.4328),4
(34.311, -118.4414),35
(34.311, -118.446),2
(34.311, -118.4541),2
(34.3111, -118.4037),5
(34.3111, -118.4165),22
(34.3111, -118.4327),7
(34.3111, -118.4328),48
(34.3111, -118.4568),1
(34.3111, -118.4606),1
(34.3111, -118.5049),9
(34.3112, -118.4587),2
(34.3112, -118.4653),16
(34.3112, -118.4873),1
(34.3113, -118.4045),4
(34.3113, -118.4749),16
(34.3114, -118.4248),3
(34.3114, -118.4674),1
(34.3115, -118.4291),2
(34.3115, -118.4388),65
(34.3115, -118.4573),5
(34.3116, -118.4247),4
(34.3116, -118.4256),9
(34.3116, -118.4453),9
(34.3116, -118.4484),16
(34.3116, -118.4517),5
(34.3116, -118.4549),16
(34.3116, -118.4583),1
(34.3116, -118.4713),10
(34.3116, -118.4785),1
(34.3117, -118.4172),28
(34.3117, -118.4186),1
(34.3117, -118.4231),18
(34.3117, -118.4784),3
(34.3118, -118.4566),11
(34.3118, -118.5048),7
(34.3119, -118.4579),1
(34.3119, -118.5048),13
(34.312, -118.4246),3
(34.312, -118.4317),6
(34.312, -118.4362),101
(34.312, -118.4383),279
(34.312, -118.4415),32
(34.312, -118.4758),16
(34.312, -118.5028),4
(34.3121, -118.4181),7
(34.3121, -118.4447),16
(34.3121, -118.503),11
(34.3122, -118.425),42
(34.3122, -118.4381),53
(34.3122, -118.4665),5
(34.3123, -118.405),5
(34.3123, -118.4192),3
(34.3123, -118.4248),4
(34.3123, -118.4446),2
(34.3123, -118.4461),30
(34.3123, -118.4509),124
(34.3125, -118.4057),1
(34.3125, -118.4246),26
(34.3125, -118.4838),1
(34.3125, -118.5053),20
(34.3126, -118.4572),19
(34.3126, -118.4766),4
(34.3127, -118.4032),6
(34.3127, -118.4038),3
(34.3127, -118.4187),10
(34.3127, -118.4198),6
(34.3128, -118.4243),29
(34.3128, -118.4276),26
(34.3128, -118.4308),48
(34.3128, -118.4415),1
(34.3128, -118.466),3
(34.3128, -118.4729),8
(34.3129, -118.4212),3
(34.3129, -118.4373),59
(34.3129, -118.4438),86
(34.3129, -118.4469),11
(34.3129, -118.5006),6
(34.313, -118.4221),12
(34.313, -118.4502),32
(34.313, -118.4567),18
(34.313, -118.4662),1
(34.313, -118.5012),5
(34.313, -118.5202),19
(34.3131, -118.4195),9
(34.3131, -118.4632),50
(34.3131, -118.4697),26
(34.3131, -118.4733),14
(34.3132, -118.4411),63
(34.3132, -118.4891),1
(34.3133, -118.4302),3
(34.3133, -118.447),3
(34.3134, -118.4191),34
(34.3134, -118.4284),3
(34.3134, -118.5021),10
(34.3135, -118.4812),7
(34.3136, -118.446),4
(34.3138, -118.4296),3
(34.3138, -118.4385),239
(34.3139, -118.4427),61
(34.314, -118.4032),3
(34.314, -118.4203),12
(34.314, -118.4756),2
(34.3141, -118.4229),41
(34.3141, -118.4261),4
(34.3141, -118.4293),14
(34.3141, -118.4645),2
(34.3142, -118.4357),4
(34.3143, -118.4027),1
(34.3143, -118.447),5
(34.3143, -118.4487),14
(34.3144, -118.429),2
(34.3144, -118.4329),5
(34.3144, -118.452),1
(34.3144, -118.4617),3
(34.3145, -118.4208),8
(34.3146, -118.4752),49
(34.3147, -118.4021),2
(34.3147, -118.4308),10
(34.3147, -118.4549),10
(34.3147, -118.4564),6
(34.3147, -118.4589),2
(34.3147, -118.4692),15
(34.3147, -118.4881),1
(34.3148, -118.4237),2
(34.3148, -118.4269),35
(34.3148, -118.4857),1
(34.3149, -118.4324),3
(34.3149, -118.4881),1
(34.3149, -118.4893),2
(34.315, -118.4284),8
(34.315, -118.4611),23
(34.315, -118.4657),9
(34.315, -118.4902),1
(34.3151, -118.4016),1
(34.3151, -118.4299),6
(34.3151, -118.4627),4
(34.3152, -118.4314),24
(34.3152, -118.4596),10
(34.3152, -118.4724),20
(34.3152, -118.4907),1
(34.3152, -118.4909),6
(34.3153, -118.45),10
(34.3154, -118.4214),67
(34.3154, -118.4227),14
(34.3154, -118.4237),1
(34.3154, -118.4246),16
(34.3154, -118.4303),11
(34.3154, -118.4331),6
(34.3154, -118.4558),5
(34.3155, -118.4278),2
(34.3155, -118.4343),231
(34.3155, -118.4752),22
(34.3156, -118.4408),263
(34.3156, -118.4472),19
(34.3156, -118.472),1
(34.3156, -118.4902),4
(34.3157, -118.4537),37
(34.3157, -118.4602),25
(34.3157, -118.465),1
(34.3158, -118.4283),6
(34.3158, -118.4667),26
(34.3159, -118.4405),1
(34.3159, -118.4553),5
(34.3159, -118.478),13
(34.316, -118.4566),4
(34.316, -118.4715),15
(34.3161, -118.4008),2
(34.3161, -118.4206),17
(34.3161, -118.4223),2
(34.3161, -118.4287),5
(34.3161, -118.4336),10
(34.3162, -118.4237),1
(34.3162, -118.427),29
(34.3162, -118.4271),2
(34.3162, -118.4466),12
(34.3162, -118.4578),6
(34.3162, -118.4672),3
(34.3162, -118.4698),16
(34.3163, -118.401),1
(34.3163, -118.4303),2
(34.3163, -118.4395),1
(34.3163, -118.4481),6
(34.3163, -118.4497),1
(34.3163, -118.4558),8
(34.3164, -118.4092),2
(34.3164, -118.422),6
(34.3164, -118.4547),1
(34.3164, -118.4595),2
(34.3164, -118.4739),2
(34.3165, -118.4306),7
(34.3165, -118.4332),1
(34.3165, -118.4397),3
(34.3165, -118.4399),1
(34.3165, -118.4593),6
(34.3165, -118.4676),2
(34.3166, -118.4527),12
(34.3166, -118.4768),1
(34.3167, -118.4231),1
(34.3167, -118.4752),3
(34.3168, -118.3997),6
(34.3168, -118.4008),1
(34.3168, -118.4198),1
(34.3168, -118.4263),1
(34.3168, -118.4296),21
(34.3168, -118.4444),1
(34.3168, -118.4446),1
(34.3168, -118.468),3
(34.3168, -118.4723),1
(34.3169, -118.3994),11
(34.3169, -118.431),4
(34.3169, -118.4724),12
(34.3169, -118.4735),3
(34.317, -118.4084),7
(34.317, -118.4426),1
(34.317, -118.449),1
(34.317, -118.4522),2
(34.317, -118.4587),1
(34.317, -118.4691),3
(34.317, -118.4767),5
(34.3171, -118.3998),1
(34.3171, -118.41),19
(34.3171, -118.4357),3
(34.3171, -118.454),2
(34.3171, -118.4652),24
(34.3171, -118.4669),11
(34.3171, -118.4684),17
(34.3172, -118.434),7
(34.3172, -118.4342),11
(34.3172, -118.445),2
(34.3172, -118.4747),5
(34.3172, -118.4755),73
(34.3172, -118.4778),3
(34.3172, -118.4848),82
(34.3173, -118.3976),15
(34.3173, -118.4225),22
(34.3173, -118.4354),5
(34.3173, -118.4453),3
(34.3174, -118.4239),42
(34.3174, -118.4322),6
(34.3174, -118.4367),3
(34.3174, -118.4431),107
(34.3174, -118.4544),9
(34.3174, -118.4561),15
(34.3174, -118.4593),13
(34.3174, -118.4624),28
(34.3174, -118.4648),3
(34.3175, -118.4208),20
(34.3175, -118.4271),59
(34.3175, -118.4385),2
(34.3175, -118.479),6
(34.3176, -118.4498),14
(34.3176, -118.465),3
(34.3177, -118.4532),10
(34.3177, -118.4548),5
(34.3177, -118.458),5
(34.3177, -118.4693),1
(34.3177, -118.4801),4
(34.3178, -118.399),14
(34.3178, -118.4072),8
(34.3178, -118.4327),6
(34.3178, -118.4661),12
(34.3178, -118.4739),7
(34.3179, -118.3975),7
(34.3179, -118.4765),5
(34.318, -118.4417),2
(34.318, -118.4529),6
(34.3181, -118.4184),48
(34.3181, -118.4216),1
(34.3181, -118.4248),16
(34.3182, -118.4313),23
(34.3182, -118.4345),6
(34.3182, -118.4378),7
(34.3182, -118.4764),1
(34.3182, -118.4781),1
(34.3182, -118.48),6
(34.3183, -118.4443),65
(34.3183, -118.448),12
(34.3183, -118.4507),24
(34.3184, -118.4093),10
(34.3184, -118.4525),10
(34.3184, -118.4572),11
(34.3184, -118.459),1
(34.3184, -118.4637),62
(34.3184, -118.467),34
(34.3184, -118.4686),6
(34.3185, -118.3975),3
(34.3185, -118.3994),7
(34.3185, -118.4008),170
(34.3185, -118.4079),13
(34.3185, -118.4253),7
(34.3186, -118.4271),31
(34.3186, -118.4683),3
(34.3186, -118.4705),14
(34.3186, -118.4775),3
(34.3186, -118.4972),1
(34.3187, -118.4224),29
(34.3187, -118.4339),11
(34.3188, -118.4009),1
(34.3188, -118.4193),6
(34.3188, -118.4257),32
(34.3188, -118.4386),1
(34.3188, -118.4739),11
(34.3188, -118.4763),1
(34.3189, -118.4099),12
(34.3189, -118.4124),29
(34.3189, -118.424),15
(34.3189, -118.4289),26
(34.3189, -118.4387),19
(34.3189, -118.4548),1
(34.3189, -118.4743),6
(34.319, -118.4068),3
(34.319, -118.4093),5
(34.319, -118.4517),57
(34.3191, -118.3975),4
(34.3191, -118.4261),9
(34.3191, -118.4564),4
(34.3191, -118.4613),6
(34.3191, -118.4646),12
(34.3191, -118.4823),1
(34.3192, -118.411),18
(34.3192, -118.4455),174
(34.3192, -118.4538),9
(34.3192, -118.4583),31
(34.3192, -118.4877),1
(34.3193, -118.3992),1
(34.3193, -118.4264),2
(34.3193, -118.4327),3
(34.3193, -118.452),1
(34.3193, -118.4853),4
(34.3193, -118.486),1
(34.3193, -118.4871),15
(34.3194, -118.4201),38
(34.3194, -118.4247),1
(34.3194, -118.4394),2
(34.3194, -118.454),7
(34.3195, -118.4716),19
(34.3196, -118.4062),8
(34.3196, -118.4086),2
(34.3196, -118.4362),6
(34.3196, -118.4363),5
(34.3196, -118.4561),56
(34.3196, -118.4784),7
(34.3197, -118.41),8
(34.3197, -118.4493),3
(34.3197, -118.459),11
(34.3197, -118.4654),4
(34.3197, -118.4838),23
(34.3197, -118.4972),2
(34.3198, -118.4062),1
(34.3198, -118.4552),8
(34.3198, -118.4622),44
(34.3198, -118.4693),2
(34.3199, -118.4228),31
(34.3199, -118.4293),8
(34.3199, -118.4568),3
(34.3199, -118.4733),16
(34.3199, -118.4798),18
(34.32, -118.4423),20
(34.32, -118.4489),37
(34.32, -118.4576),6
(34.32, -118.4795),16
(34.32, -118.4967),13
(34.3201, -118.4074),20
(34.3201, -118.4181),39
(34.3201, -118.4195),4
(34.3201, -118.4209),40
(34.3201, -118.4339),5
(34.3202, -118.4711),18
(34.3202, -118.4966),25
(34.3203, -118.4082),19
(34.3203, -118.4372),4
(34.3203, -118.4782),5
(34.3204, -118.4109),1
(34.3204, -118.455),31
(34.3204, -118.4599),1
(34.3204, -118.4646),1
(34.3204, -118.4818),1
(34.3205, -118.4062),5
(34.3205, -118.4549),1
(34.3205, -118.4664),37
(34.3205, -118.4758),6
(34.3206, -118.4322),11
(34.3206, -118.4506),16
(34.3206, -118.456),27
(34.3207, -118.4164),11
(34.3207, -118.4631),18
(34.3207, -118.4643),12
(34.3208, -118.4204),1
(34.3208, -118.4218),3
(34.3208, -118.4246),16
(34.3208, -118.4283),24
(34.3208, -118.4594),34
(34.3208, -118.4604),19
(34.3209, -118.4096),21
(34.3209, -118.4134),7
(34.3209, -118.4269),13
(34.3209, -118.4348),17
(34.3209, -118.4413),21
(34.321, -118.4151),48
(34.321, -118.438),7
(34.321, -118.4478),100
(34.321, -118.4542),19
(34.321, -118.4883),7
(34.3211, -118.4123),4
(34.3211, -118.4362),5
(34.3211, -118.4557),8
(34.3211, -118.4607),5
(34.3211, -118.4706),18
(34.3212, -118.4058),12
(34.3212, -118.4105),8
(34.3212, -118.4508),2
(34.3212, -118.459),16
(34.3213, -118.4039),14
(34.3213, -118.4792),108
(34.3214, -118.4087),25
(34.3214, -118.4227),28
(34.3214, -118.4252),20
(34.3214, -118.4276),2
(34.3214, -118.4571),1
(34.3214, -118.4659),1
(34.3214, -118.4882),1
(34.3215, -118.4357),2
(34.3215, -118.4374),3
(34.3215, -118.4407),3
(34.3215, -118.4472),11
(34.3215, -118.4505),6
(34.3215, -118.4774),10
(34.3216, -118.434),13
(34.3216, -118.4389),2
(34.3216, -118.4569),15
(34.3216, -118.4746),10
(34.3216, -118.4958),262
(34.3217, -118.4662),1
(34.3217, -118.468),23
(34.3217, -118.4755),13
(34.3218, -118.4054),1
(34.3218, -118.4161),1
(34.3218, -118.4468),1
(34.3218, -118.4502),3
(34.3218, -118.4602),5
(34.3219, -118.4078),25
(34.3219, -118.4271),3
(34.3219, -118.4337),1
(34.3219, -118.4386),9
(34.3219, -118.4467),1
(34.3219, -118.458),1
(34.3219, -118.4602),28
(34.3219, -118.5003),2
(34.322, -118.4345),2
(34.322, -118.4498),7
(34.322, -118.4507),4
(34.322, -118.4565),8
(34.3221, -118.4165),6
(34.3221, -118.4204),35
(34.3221, -118.422),2
(34.3221, -118.4627),18
(34.3221, -118.4644),6
(34.3221, -118.4784),8
(34.3221, -118.4899),61
(34.3222, -118.4594),6
(34.3222, -118.4839),16
(34.3223, -118.4088),1
(34.3223, -118.4397),1
(34.3223, -118.4505),1
(34.3223, -118.4528),41
(34.3223, -118.4602),42
(34.3223, -118.4655),1
(34.3223, -118.4736),11
(34.3224, -118.4155),11
(34.3224, -118.424),13
(34.3224, -118.4527),1
(34.3224, -118.462),21
(34.3224, -118.4764),25
(34.3225, -118.446),2
(34.3225, -118.4827),1
(34.3226, -118.405),5
(34.3226, -118.4175),12
(34.3226, -118.4289),4
(34.3226, -118.441),11
(34.3226, -118.4435),3
(34.3226, -118.4502),2
(34.3226, -118.4544),3
(34.3226, -118.4557),7
(34.3226, -118.4639),54
(34.3227, -118.405),2
(34.3227, -118.4131),36
(34.3227, -118.4179),9
(34.3227, -118.4198),11
(34.3227, -118.4308),19
(34.3227, -118.4372),10
(34.3227, -118.4436),9
(34.3227, -118.45),20
(34.3228, -118.4183),11
(34.3228, -118.4212),8
(34.3228, -118.4229),5
(34.3228, -118.4245),41
(34.3228, -118.4276),20
(34.3228, -118.4524),6
(34.3228, -118.4558),7
(34.3228, -118.4693),6
(34.3228, -118.4791),9
(34.3229, -118.4116),1
(34.3229, -118.4356),3
(34.3229, -118.4424),4
(34.3229, -118.4573),12
(34.3229, -118.4716),13
(34.3229, -118.502),1
(34.323, -118.4085),17
(34.323, -118.456),3
(34.323, -118.4694),125
(34.3231, -118.4355),8
(34.3231, -118.4442),1
(34.3231, -118.4552),1
(34.3231, -118.5023),13
(34.3232, -118.4191),3
(34.3232, -118.4521),14
(34.3232, -118.4533),1
(34.3232, -118.4535),1
(34.3232, -118.454),14
(34.3232, -118.4546),9
(34.3232, -118.4548),1
(34.3232, -118.4695),35
(34.3232, -118.4817),29
(34.3232, -118.4849),2
(34.3232, -118.485),1
(34.3233, -118.407),18
(34.3233, -118.4338),16
(34.3233, -118.4353),2
(34.3233, -118.4827),9
(34.3233, -118.4836),6
(34.3234, -118.4206),9
(34.3234, -118.4221),28
(34.3234, -118.4254),1
(34.3234, -118.4269),3
(34.3234, -118.4695),11
(34.3235, -118.405),9
(34.3235, -118.4118),12
(34.3235, -118.4145),3
(34.3235, -118.426),24
(34.3235, -118.4318),14
(34.3235, -118.4335),1
(34.3235, -118.4336),1
(34.3235, -118.4695),43
(34.3235, -118.4927),5
(34.3236, -118.4105),1
(34.3236, -118.4186),6
(34.3236, -118.4383),25
(34.3236, -118.4396),10
(34.3236, -118.4448),12
(34.3236, -118.4696),1
(34.3237, -118.408),8
(34.3237, -118.4923),43
(34.3238, -118.4387),119
(34.3238, -118.4603),2
(34.3239, -118.42),52
(34.3239, -118.4272),5
(34.3239, -118.43),1
(34.3239, -118.4361),8
(34.3239, -118.4373),2
(34.3239, -118.4578),1
(34.324, -118.4088),6
(34.324, -118.4215),12
(34.324, -118.4248),27
(34.324, -118.4287),1
(34.3241, -118.433),2
(34.3241, -118.4345),1
(34.3241, -118.4377),1
(34.3241, -118.4508),1
(34.3241, -118.4521),2
(34.3241, -118.4527),4
(34.3241, -118.4532),2
(34.3241, -118.4585),3
(34.3241, -118.4602),8
(34.3241, -118.4795),44
(34.3242, -118.4494),76
(34.3242, -118.4914),15
(34.3243, -118.405),10
(34.3243, -118.4167),10
(34.3243, -118.44),7
(34.3243, -118.447),54
(34.3243, -118.4834),9
(34.3244, -118.4143),1
(34.3244, -118.4146),3
(34.3244, -118.5034),7
(34.3245, -118.4076),14
(34.3245, -118.4104),20
(34.3245, -118.4208),11
(34.3245, -118.4443),14
(34.3246, -118.4426),1
(34.3247, -118.4123),5
(34.3247, -118.4174),13
(34.3247, -118.4393),17
(34.3247, -118.4602),12
(34.3248, -118.4239),7
(34.3248, -118.4367),52
(34.3248, -118.4372),14
(34.3248, -118.4645),2
(34.3249, -118.4346),3
(34.3249, -118.4351),3
(34.3249, -118.4673),1
(34.325, -118.4069),11
(34.325, -118.4254),7
(34.325, -118.4333),3
(34.3251, -118.4324),18
(34.3251, -118.4342),6
(34.3251, -118.4897),5
(34.3252, -118.4217),24
(34.3252, -118.4231),1
(34.3252, -118.4285),4
(34.3253, -118.4299),16
(34.3253, -118.4393),22
(34.3254, -118.4108),1
(34.3254, -118.4275),8
(34.3254, -118.4352),4
(34.3255, -118.4222),22
(34.3255, -118.4314),11
(34.3256, -118.4269),4
(34.3256, -118.4307),10
(34.3256, -118.4798),16
(34.3256, -118.4808),17
(34.3256, -118.4813),6
(34.3256, -118.4828),11
(34.3256, -118.5033),2
(34.3257, -118.4061),5
(34.3257, -118.4244),12
(34.3257, -118.436),6
(34.3258, -118.4321),6
(34.3258, -118.4343),15
(34.3261, -118.4088),8
(34.3261, -118.4274),1
(34.3261, -118.4889),69
(34.3262, -118.4112),10
(34.3263, -118.41),20
(34.3263, -118.4683),1
(34.3264, -118.4299),1
(34.3264, -118.4373),4
(34.3264, -118.4393),4
(34.3265, -118.434),12
(34.3265, -118.4341),1
(34.3265, -118.4356),1
(34.3265, -118.436),1
(34.3266, -118.4222),1
(34.3266, -118.4234),26
(34.3266, -118.4252),7
(34.3266, -118.4269),4
(34.3266, -118.4323),6
(34.3267, -118.4104),1
(34.3269, -118.408),1
(34.3269, -118.4278),11
(34.3269, -118.4382),1
(34.327, -118.4393),1
(34.3271, -118.4498),48
(34.3272, -118.4221),12
(34.3272, -118.4365),8
(34.3273, -118.4342),19
(34.3273, -118.4393),2
(34.3273, -118.4397),2
(34.3274, -118.4105),10
(34.3274, -118.4315),2
(34.3274, -118.4321),22
(34.3274, -118.4331),3
(34.3275, -118.4234),2
