1,29496
2,77
3,66
4,44
5,9098
6,34
7,33
8,36
9,28
10,3320
11,40
12,39
13,42
14,30
15,3628
16,27
17,33
18,43
19,33
20,2293
21,16
22,40
23,38
24,40
25,1062
26,36
27,29
28,30
29,20
30,11719
31,22
32,30
33,40
34,35
35,952
36,31
37,29
38,25
39,15
40,1859
41,26
42,36
43,45
44,29
45,2803
46,19
47,33
48,27
49,14
50,1817
51,23
52,22
53,24
54,23
55,805
56,23
57,34
58,28
59,38
100,20967
101,16
102,29
103,15
104,24
105,802
106,36
107,31
108,36
109,29
110,1781
111,26
112,43
113,31
114,23
115,2485
116,32
117,37
118,43
119,26
120,2231
121,20
122,18
123,42
124,27
125,981
126,36
127,26
128,31
129,13
130,9776
131,16
132,20
133,31
134,29
135,855
136,34
137,38
138,43
139,16
140,1997
141,18
142,31
143,37
144,36
145,2683
146,38
147,27
148,32
149,26
150,2130
151,18
152,24
153,30
154,36
155,792
156,22
157,29
158,33
159,21
200,18083
201,16
202,19
203,34
204,28
205,786
206,30
207,37
208,28
209,31
210,1489
211,41
212,33
213,34
214,17
215,2332
216,32
217,35
218,40
219,20
220,1947
221,26
222,32
223,30
224,26
225,817
226,26
227,33
228,34
229,16
230,7738
231,12
232,17
233,28
234,25
235,728
236,26
237,32
238,36
239,23
240,1613
241,22
242,30
243,42
244,25
245,2179
246,24
247,32
248,27
249,18
250,1582
251,17
252,23
253,27
254,21
255,702
256,21
257,32
258,47
259,10
300,13260
301,22
302,26
303,28
304,20
305,592
306,24
307,21
308,44
309,26
310,1123
311,25
312,34
313,20
314,14
315,1708
316,21
317,30
318,42
319,20
320,1473
321,16
322,23
323,39
324,29
325,606
326,24
327,30
328,33
329,18
330,5140
331,21
332,18
333,33
334,16
335,569
336,28
337,27
338,28
339,12
340,1283
341,23
342,25
343,17
344,14
345,1714
346,17
347,26
348,24
349,14
350,1233
351,17
352,27
353,25
354,33
355,492
356,22
357,31
358,32
359,15
400,9185
401,9
402,28
403,19
404,18
405,465
406,20
407,22
408,22
409,25
410,850
411,38
412,19
413,27
414,20
415,1298
416,16
417,24
418,25
419,18
420,1202
421,23
422,29
423,19
424,25
425,511
426,23
427,27
428,22
429,10
430,4384
431,3
432,20
433,20
434,19
435,420
436,24
437,21
438,33
439,13
440,858
441,13
442,16
443,19
444,32
445,1412
446,13
447,22
448,28
449,22
450,1000
451,16
452,25
453,24
454,11
455,377
456,10
457,20
458,22
459,18
500,7952
501,10
502,17
503,23
504,18
505,358
506,21
507,17
508,24
509,30
510,711
511,22
512,24
513,21
514,25
515,1168
516,11
517,18
518,28
519,19
520,984
521,10
522,22
523,17
524,24
525,394
526,20
527,13
528,15
529,11
530,4479
531,7
532,17
533,21
534,14
535,354
536,19
537,20
538,22
539,16
540,910
541,19
542,14
543,9
544,17
545,1455
546,12
547,14
548,18
549,14
550,940
552,15
553,11
554,16
555,375
556,17
557,10
558,24
559,13
600,13050
601,12
602,13
603,12
604,12
605,348
606,9
607,16
608,19
609,7
610,685
611,14
612,25
613,13
614,13
615,1399
616,16
617,14
618,21
619,15
620,977
621,11
622,21
623,21
624,11
625,407
626,6
627,11
628,15
629,7
630,6348
631,12
632,11
633,12
634,6
635,342
636,17
637,14
638,21
639,18
640,1139
641,15
642,16
643,11
644,6
645,2045
646,9
647,20
648,20
649,19
650,1259
651,7
652,21
653,18
654,11
655,455
656,19
657,14
658,16
659,7
700,17369
701,17
702,15
703,23
704,19
705,495
706,23
707,12
708,15
709,13
710,1167
711,22
712,16
713,26
714,21
715,2431
716,23
717,17
718,32
719,15
720,1771
721,15
722,16
723,27
724,20
725,618
726,20
727,18
728,20
729,12
730,10231
731,10
732,6
733,16
734,12
735,656
736,12
737,18
738,18
739,18
740,1737
741,17
742,20
743,26
744,21
745,3244
746,15
747,25
748,28
749,13
750,1967
751,11
752,28
753,19
754,27
755,681
756,15
757,24
758,31
759,8
800,41843
801,17
802,10
803,29
804,19
805,696
806,21
807,24
808,26
809,26
810,1527
811,20
812,39
813,36
814,26
815,2956
816,25
817,29
818,19
819,9
820,2104
821,11
822,35
823,32
824,13
825,788
826,20
827,24
828,25
829,15
830,13244
831,12
832,19
833,23
834,26
835,727
836,26
837,20
838,31
839,13
840,1838
841,19
842,18
843,30
844,20
845,3224
846,30
847,21
848,29
849,18
850,1916
851,20
852,27
853,22
854,26
855,740
856,28
857,26
858,28
859,24
900,31934
901,23
902,25
903,32
904,18
905,728
906,31
907,43
908,32
909,12
910,1522
911,30
912,32
913,35
914,37
915,3177
916,31
917,35
918,28
919,29
920,2145
921,31
922,33
923,38
924,39
925,893
926,37
927,36
928,29
929,27
930,12705
931,16
932,25
933,25
934,30
935,904
936,28
937,37
938,31
939,22
940,2116
941,19
942,29
943,40
944,34
945,3592
946,21
947,45
948,46
949,24
950,2314
951,25
952,48
953,40
954,31
955,874
956,31
957,29
958,35
959,19
1000,35189
1001,39
1002,45
1003,33
1004,43
1005,888
1006,42
1007,47
1008,42
1009,34
1010,1576
1011,40
1012,45
1013,40
1014,37
1015,3727
1016,30
1017,66
1018,60
1019,43
1020,2726
1021,28
1022,54
1023,53
1024,32
1025,1116
1026,44
1027,43
1028,37
1029,25
1030,14494
1031,26
1032,20
1033,42
1034,34
1035,1064
1036,37
1037,49
1038,44
1039,24
1040,2465
1041,36
1042,57
1043,39
1044,44
1045,3915
1046,38
1047,54
1048,61
1049,35
1050,2431
1051,35
1052,49
1053,46
1054,35
1055,1028
1056,38
1057,51
1058,52
1059,20
1100,28356
1101,29
1102,45
1103,34
1104,45
1105,1017
1106,36
1107,39
1108,55
1109,32
1110,1946
1111,51
1112,47
1113,64
1114,44
1115,3707
1116,39
1117,61
1118,57
1119,27
1120,2907
1121,32
1122,65
1123,67
1124,45
1125,1213
1126,56
1127,43
1128,51
1129,29
1130,14209
1131,25
1132,53
1133,42
1134,50
1135,1158
1136,44
1137,48
1138,65
1139,45
1140,2852
1141,32
1142,61
1143,63
1144,36
1145,4577
1146,45
1147,57
1148,69
